epsilon,original,privado
0.015,-13.4765625,-13.466004497310951
0.020,-13.4765625,-13.468643997983214
0.025,-13.4765625,-13.470227698386571
0.030,-13.4765625,-13.471283498655476
0.035,-13.4765625,-13.472037641704693
0.040,-13.4765625,-13.472603248991607
0.045,-13.4765625,-13.473043165770317
0.050,-13.4765625,-13.473395099193285
0.055,-13.4765625,-13.473683044721168
0.060,-13.4765625,-13.473922999327739
0.065,-13.4765625,-13.474126037840989
0.070,-13.4765625,-13.474300070852347
0.075,-13.4765625,-13.474450899462191
0.080,-13.4765625,-13.474582874495804
0.085,-13.4765625,-13.474699323054875
0.090,-13.4765625,-13.474802832885159
0.095,-13.4765625,-13.474895446943835
0.100,-13.4765625,-13.474978799596643
0.005,-14.94140625,-14.911595418877875
0.010,-14.94140625,-14.926500834438936
0.015,-14.94140625,-14.931469306292625
0.020,-14.94140625,-14.933953542219468
0.025,-14.94140625,-14.935444083775575
0.030,-14.94140625,-14.936437778146312
0.035,-14.94140625,-14.937147559839696
0.040,-14.94140625,-14.937679896109735
0.045,-14.94140625,-14.938093935430874
0.050,-14.94140625,-14.938425166887788
0.055,-14.94140625,-14.938696174443443
0.060,-14.94140625,-14.938922014073157
0.065,-14.94140625,-14.939113109144452
0.070,-14.94140625,-14.939276904919849
0.075,-14.94140625,-14.939418861258526
0.080,-14.94140625,-14.939543073054868
0.085,-14.94140625,-14.939652671698699
0.090,-14.94140625,-14.939750092715437
0.095,-14.94140625,-14.939837258888309
0.100,-14.94140625,-14.939915708443893
0.005,-13.671875,-13.643720326162503
0.010,-13.671875,-13.657797663081253
0.015,-13.671875,-13.662490108720835
0.020,-13.671875,-13.664836331540625
0.025,-13.671875,-13.666244065232501
0.030,-13.671875,-13.667182554360418
0.035,-13.671875,-13.6678529037375
0.040,-13.671875,-13.668355665770314
0.045,-13.671875,-13.668746702906946
0.050,-13.671875,-13.66905953261625
0.055,-13.671875,-13.669315484196591
0.060,-13.671875,-13.669528777180208
0.065,-13.671875,-13.669709255858654
0.070,-13.671875,-13.66986395186875
0.075,-13.671875,-13.669998021744167
0.080,-13.671875,-13.670115332885157
0.085,-13.671875,-13.67021884271544
0.090,-13.671875,-13.670310851453472
0.095,-13.671875,-13.670393175061184
0.100,-13.671875,-13.670467266308124
0.005,-13.28125,-13.257540800978914
0.010,-13.28125,-13.269395400489456
0.015,-13.28125,-13.273346933659639
0.020,-13.28125,-13.275322700244729
0.025,-13.28125,-13.276508160195784
0.030,-13.28125,-13.27729846682982
0.035,-13.28125,-13.277862971568416
0.040,-13.28125,-13.278286350122364
0.045,-13.28125,-13.278615644553213
0.050,-13.28125,-13.27887908009789
0.055,-13.28125,-13.279094618270811
0.060,-13.28125,-13.27927423341491
0.065,-13.28125,-13.279426215459916
0.070,-13.28125,-13.279556485784209
0.075,-13.28125,-13.279669386731928
0.080,-13.28125,-13.279768175061182
0.085,-13.28125,-13.279855341234054
0.090,-13.28125,-13.279932822276606
0.095,-13.28125,-13.280002147419943
0.100,-13.28125,-13.280064540048945
0.005,-12.6953125,-12.669973293546184
0.010,-12.6953125,-12.68264289677309
0.015,-12.6953125,-12.686866097848728
0.020,-12.6953125,-12.688977698386546
0.025,-12.6953125,-12.690244658709236
0.030,-12.6953125,-12.691089298924364
0.035,-12.6953125,-12.69169261336374
0.040,-12.6953125,-12.692145099193272
0.045,-12.6953125,-12.692497032616243
0.050,-12.6953125,-12.692778579354618
0.055,-12.6953125,-12.693008935776925
0.060,-12.6953125,-12.693200899462182
0.065,-12.6953125,-12.693363330272783
0.070,-12.6953125,-12.69350255668187
0.075,-12.6953125,-12.693623219569746
0.080,-12.6953125,-12.693728799596636
0.085,-12.6953125,-12.693821958443893
0.090,-12.6953125,-12.69390476630812
0.095,-12.6953125,-12.693978857555063
0.100,-12.6953125,-12.69404553967731
0.005,-12.40234375,-12.289840013240564
0.010,-12.40234375,-12.346091881620282
0.015,-12.40234375,-12.364842504413522
0.020,-12.40234375,-12.374217815810141
0.025,-12.40234375,-12.379843002648112
0.030,-12.40234375,-12.38359312720676
0.035,-12.40234375,-12.386271787605795
0.040,-12.40234375,-12.38828078290507
0.045,-12.40234375,-12.389843334804507
0.050,-12.40234375,-12.391093376324056
0.055,-12.40234375,-12.392116137567324
0.060,-12.40234375,-12.392968438603381
0.065,-12.40234375,-12.39368961640312
0.070,-12.40234375,-12.394307768802898
0.075,-12.40234375,-12.394843500882704
0.080,-12.40234375,-12.395312266452535
0.085,-12.40234375,-12.395725883131798
0.090,-12.40234375,-12.396093542402253
0.095,-12.40234375,-12.396422500696872
0.100,-12.40234375,-12.396718563162029
0.005,-12.98828125,-12.880891319457326
0.010,-12.98828125,-12.934586284728663
0.015,-12.98828125,-12.952484606485775
0.020,-12.98828125,-12.961433767364332
0.025,-12.98828125,-12.966803263891466
0.030,-12.98828125,-12.970382928242888
0.035,-12.98828125,-12.972939831351047
0.040,-12.98828125,-12.974857508682167
0.045,-12.98828125,-12.976349035495259
0.050,-12.98828125,-12.977542256945732
0.055,-12.98828125,-12.978518529041574
0.060,-12.98828125,-12.979332089121444
0.065,-12.98828125,-12.980020486112101
0.070,-12.98828125,-12.980610540675523
0.075,-12.98828125,-12.981121921297156
0.080,-12.98828125,-12.981569379341083
0.085,-12.98828125,-12.981964195262195
0.090,-12.98828125,-12.982315142747629
0.095,-12.98828125,-12.98262914839249
0.100,-12.98828125,-12.982911753472866
0.005,-13.4765625,-13.373841696872022
0.010,-13.4765625,-13.425202098436012
0.015,-13.4765625,-13.442322232290675
0.020,-13.4765625,-13.450882299218005
0.025,-13.4765625,-13.456018339374404
0.030,-13.4765625,-13.459442366145337
0.035,-13.4765625,-13.461888099553146
0.040,-13.4765625,-13.463722399609003
0.045,-13.4765625,-13.465149077430224
0.050,-13.4765625,-13.466290419687203
0.055,-13.4765625,-13.467224245170184
0.060,-13.4765625,-13.468002433072668
0.065,-13.4765625,-13.468660899759387
0.070,-13.4765625,-13.469225299776573
0.075,-13.4765625,-13.469714446458134
0.080,-13.4765625,-13.470142449804502
0.085,-13.4765625,-13.470520099816001
0.090,-13.4765625,-13.470855788715113
0.095,-13.4765625,-13.471156141940632
0.100,-13.4765625,-13.4714264598436
0.005,-14.16015625,-14.072653343631341
0.010,-14.16015625,-14.11640479681567
0.015,-14.16015625,-14.13098861454378
0.020,-14.16015625,-14.138280523407836
0.025,-14.16015625,-14.142655668726269
0.030,-14.16015625,-14.14557243227189
0.035,-14.16015625,-14.147655834804477
0.040,-14.16015625,-14.149218386703918
0.045,-14.16015625,-14.150433704847927
0.050,-14.16015625,-14.151405959363133
0.055,-14.16015625,-14.152201440330122
0.060,-14.16015625,-14.152864341135945
0.065,-14.16015625,-14.15342525720241
0.070,-14.16015625,-14.15390604240224
0.075,-14.16015625,-14.154322722908756
0.080,-14.16015625,-14.154687318351959
0.085,-14.16015625,-14.155009020213608
0.090,-14.16015625,-14.155294977423964
0.095,-14.16015625,-14.155550833875333
0.100,-14.16015625,-14.155781104681568
0.005,-13.4765625,-13.392559709886426
0.010,-13.4765625,-13.434561104943212
0.015,-13.4765625,-13.448561569962141
0.020,-13.4765625,-13.455561802471607
0.025,-13.4765625,-13.459761941977286
0.030,-13.4765625,-13.46256203498107
0.035,-13.4765625,-13.464562101412346
0.040,-13.4765625,-13.466062151235803
0.045,-13.4765625,-13.467228856654048
0.050,-13.4765625,-13.468162220988642
0.055,-13.4765625,-13.468925882716947
0.060,-13.4765625,-13.469562267490536
0.065,-13.4765625,-13.47010074691434
0.070,-13.4765625,-13.470562300706174
0.075,-13.4765625,-13.470962313992429
0.080,-13.4765625,-13.471312325617902
0.085,-13.4765625,-13.471621159405084
0.090,-13.4765625,-13.471895678327023
0.095,-13.4765625,-13.472141300520338
0.100,-13.4765625,-13.472362360494321
0.005,-13.0859375,-12.995069097232943
0.010,-13.0859375,-13.040503298616471
0.015,-13.0859375,-13.05564803241098
0.020,-13.0859375,-13.063220399308236
0.025,-13.0859375,-13.067763819446588
0.030,-13.0859375,-13.070792766205491
0.035,-13.0859375,-13.072956299604707
0.040,-13.0859375,-13.074578949654118
0.045,-13.0859375,-13.07584101080366
0.050,-13.0859375,-13.076850659723295
0.055,-13.0859375,-13.077676736112085
0.060,-13.0859375,-13.078365133102745
0.065,-13.0859375,-13.078947622864073
0.070,-13.0859375,-13.079446899802353
0.075,-13.0859375,-13.079879606482196
0.080,-13.0859375,-13.080258224827059
0.085,-13.0859375,-13.080592299837232
0.090,-13.0859375,-13.08088925540183
0.095,-13.0859375,-13.081154952485944
0.100,-13.0859375,-13.081394079861647
0.005,-13.4765625,-13.39878213878357
0.010,-13.4765625,-13.437672319391785
0.015,-13.4765625,-13.450635712927857
0.020,-13.4765625,-13.457117409695893
0.025,-13.4765625,-13.461006427756715
0.030,-13.4765625,-13.463599106463928
0.035,-13.4765625,-13.465451019826224
0.040,-13.4765625,-13.466839954847947
0.045,-13.4765625,-13.46792023764262
0.050,-13.4765625,-13.468784463878357
0.055,-13.4765625,-13.469491558071233
0.060,-13.4765625,-13.470080803231964
0.065,-13.4765625,-13.470579395291043
0.070,-13.4765625,-13.471006759913113
0.075,-13.4765625,-13.471377142585572
0.080,-13.4765625,-13.471701227423972
0.085,-13.4765625,-13.471987184634328
0.090,-13.4765625,-13.47224136882131
0.095,-13.4765625,-13.472468796778083
0.100,-13.4765625,-13.472673481939179
0.005,-13.37890625,-13.303903758827198
0.010,-13.37890625,-13.3414050044136
0.015,-13.37890625,-13.353905419609067
0.020,-13.37890625,-13.3601556272068
0.025,-13.37890625,-13.36390575176544
0.030,-13.37890625,-13.366405834804533
0.035,-13.37890625,-13.368191608403885
0.040,-13.37890625,-13.3695309386034
0.045,-13.37890625,-13.370572639869689
0.050,-13.37890625,-13.37140600088272
0.055,-13.37890625,-13.372087841711563
0.060,-13.37890625,-13.372656042402266
0.065,-13.37890625,-13.373136827602092
0.070,-13.37890625,-13.373548929201943
0.075,-13.37890625,-13.373906083921813
0.080,-13.37890625,-13.3742185943017
0.085,-13.37890625,-13.374494338754541
0.090,-13.37890625,-13.374739444934844
0.095,-13.37890625,-13.37495875046459
0.100,-13.37890625,-13.37515612544136
0.005,-13.18359375,-13.111177551626147
0.010,-13.18359375,-13.147385650813074
0.015,-13.18359375,-13.159455017208716
0.020,-13.18359375,-13.165489700406537
0.025,-13.18359375,-13.169110510325229
0.030,-13.18359375,-13.171524383604359
0.035,-13.18359375,-13.173248578803735
0.040,-13.18359375,-13.174541725203268
0.045,-13.18359375,-13.175547505736239
0.050,-13.18359375,-13.176352130162615
0.055,-13.18359375,-13.17701045923874
0.060,-13.18359375,-13.177559066802178
0.065,-13.18359375,-13.178023273202012
0.070,-13.18359375,-13.178421164401868
0.075,-13.18359375,-13.178766003441742
0.080,-13.18359375,-13.179067737601635
0.085,-13.18359375,-13.179333973625068
0.090,-13.18359375,-13.17957062786812
0.095,-13.18359375,-13.179782371138218
0.100,-13.18359375,-13.179972940081308
0.005,-12.59765625,-12.518903634268582
0.010,-12.59765625,-12.558279942134291
0.015,-12.59765625,-12.571405378089528
0.020,-12.59765625,-12.577968096067146
0.025,-12.59765625,-12.581905726853716
0.030,-12.59765625,-12.584530814044763
0.035,-12.59765625,-12.586405876324083
0.040,-12.59765625,-12.587812173033573
0.045,-12.59765625,-12.588905959363176
0.050,-12.59765625,-12.589780988426858
0.055,-12.59765625,-12.590496921297143
0.060,-12.59765625,-12.591093532022382
0.065,-12.59765625,-12.591598356482198
0.070,-12.59765625,-12.592031063162041
0.075,-12.59765625,-12.592406075617905
0.080,-12.59765625,-12.592734211516786
0.085,-12.59765625,-12.59302374319227
0.090,-12.59765625,-12.593281104681587
0.095,-12.59765625,-12.59351137548782
0.100,-12.59765625,-12.59371861921343
0.005,-12.40234375,-12.334599564424506
0.010,-12.40234375,-12.368471657212252
0.015,-12.40234375,-12.379762354808168
0.020,-12.40234375,-12.385407703606127
0.025,-12.40234375,-12.3887949128849
0.030,-12.40234375,-12.391053052404084
0.035,-12.40234375,-12.3926660092035
0.040,-12.40234375,-12.393875726803063
0.045,-12.40234375,-12.39481661826939
0.050,-12.40234375,-12.39556933144245
0.055,-12.40234375,-12.396185187674956
0.060,-12.40234375,-12.396698401202043
0.065,-12.40234375,-12.397132658801885
0.070,-12.40234375,-12.397504879601751
0.075,-12.40234375,-12.397827470961634
0.080,-12.40234375,-12.398109738401532
0.085,-12.40234375,-12.398358797907324
0.090,-12.40234375,-12.398580184134694
0.095,-12.40234375,-12.398778266548659
0.100,-12.40234375,-12.398956540721226
0.005,-12.79296875,-12.678121185391838
0.010,-12.79296875,-12.735544967695919
0.015,-12.79296875,-12.754686228463946
0.020,-12.79296875,-12.76425685884796
0.025,-12.79296875,-12.769999237078368
0.030,-12.79296875,-12.773827489231973
0.035,-12.79296875,-12.776561955055977
0.040,-12.79296875,-12.778612804423979
0.045,-12.79296875,-12.780207909487983
0.050,-12.79296875,-12.781483993539183
0.055,-12.79296875,-12.78252806230835
0.060,-12.79296875,-12.783398119615986
0.065,-12.79296875,-12.784134321953218
0.070,-12.79296875,-12.78476535252799
0.075,-12.79296875,-12.78531224569279
0.080,-12.79296875,-12.78579077721199
0.085,-12.79296875,-12.786213010905403
0.090,-12.79296875,-12.78658832974399
0.095,-12.79296875,-12.786924141336412
0.100,-12.79296875,-12.787226371769592
0.005,-13.28125,-13.217611522641189
0.010,-13.28125,-13.249430761320594
0.015,-13.28125,-13.26003717421373
0.020,-13.28125,-13.265340380660296
0.025,-13.28125,-13.268522304528238
0.030,-13.28125,-13.270643587106864
0.035,-13.28125,-13.272158788948742
0.040,-13.28125,-13.273295190330149
0.045,-13.28125,-13.274179058071244
0.050,-13.28125,-13.274886152264118
0.055,-13.28125,-13.275464683876471
0.060,-13.28125,-13.275946793553432
0.065,-13.28125,-13.27635473251086
0.070,-13.28125,-13.27670439447437
0.075,-13.28125,-13.277007434842746
0.080,-13.28125,-13.277272595165075
0.085,-13.28125,-13.277506560155365
0.090,-13.28125,-13.277714529035622
0.095,-13.28125,-13.2779006064548
0.100,-13.28125,-13.27806807613206
0.005,-13.4765625,-13.414795742563685
0.010,-13.4765625,-13.445679121281843
0.015,-13.4765625,-13.455973580854561
0.020,-13.4765625,-13.46112081064092
0.025,-13.4765625,-13.464209148512737
0.030,-13.4765625,-13.46626804042728
0.035,-13.4765625,-13.467738677509098
0.040,-13.4765625,-13.46884165532046
0.045,-13.4765625,-13.469699526951521
0.050,-13.4765625,-13.470385824256368
0.055,-13.4765625,-13.470947340233062
0.060,-13.4765625,-13.47141527021364
0.065,-13.4765625,-13.471811210966438
0.070,-13.4765625,-13.472150588754548
0.075,-13.4765625,-13.472444716170912
0.080,-13.4765625,-13.47270207766023
0.085,-13.4765625,-13.472929161327276
0.090,-13.4765625,-13.47313101347576
0.095,-13.4765625,-13.473311618029667
0.100,-13.4765625,-13.473474162128184
0.005,-13.28125,-13.213747757944432
0.010,-13.28125,-13.247498878972216
0.015,-13.28125,-13.258749252648144
0.020,-13.28125,-13.264374439486108
0.025,-13.28125,-13.267749551588887
0.030,-13.28125,-13.269999626324072
0.035,-13.28125,-13.27160682256349
0.040,-13.28125,-13.272812219743054
0.045,-13.28125,-13.273749750882715
0.050,-13.28125,-13.274499775794443
0.055,-13.28125,-13.275113432540403
0.060,-13.28125,-13.275624813162036
0.065,-13.28125,-13.27605751984188
0.070,-13.28125,-13.276428411281746
0.075,-13.28125,-13.27674985052963
0.080,-13.28125,-13.277031109871526
0.085,-13.28125,-13.277279279879084
0.090,-13.28125,-13.277499875441357
0.095,-13.28125,-13.277697250418129
0.100,-13.28125,-13.277874887897221
0.005,-12.890625,-12.832289729087561
0.010,-12.890625,-12.86145736454378
0.015,-12.890625,-12.871179909695854
0.020,-12.890625,-12.87604118227189
0.025,-12.890625,-12.878957945817513
0.030,-12.890625,-12.880902454847927
0.035,-12.890625,-12.882291389869652
0.040,-12.890625,-12.883333091135945
0.045,-12.890625,-12.884143303231951
0.050,-12.890625,-12.884791472908756
0.055,-12.890625,-12.885321793553414
0.060,-12.890625,-12.885763727423964
0.065,-12.890625,-12.886137671468274
0.070,-12.890625,-12.886458194934825
0.075,-12.890625,-12.886735981939172
0.080,-12.890625,-12.886979045567973
0.085,-12.890625,-12.887193513475738
0.090,-12.890625,-12.887384151615976
0.095,-12.890625,-12.887554722583555
0.100,-12.890625,-12.887708236454378
0.005,-13.28125,-13.217396527785134
0.010,-13.28125,-13.249323263892567
0.015,-13.28125,-13.259965509261711
0.020,-13.28125,-13.265286631946283
0.025,-13.28125,-13.268479305557026
0.030,-13.28125,-13.270607754630856
0.035,-13.28125,-13.272128075397877
0.040,-13.28125,-13.273268315973143
0.045,-13.28125,-13.274155169753904
0.050,-13.28125,-13.274864652778513
0.055,-13.28125,-13.275445138889557
0.060,-13.28125,-13.275928877315428
0.065,-13.28125,-13.27633819444501
0.070,-13.28125,-13.276689037698938
0.075,-13.28125,-13.276993101852343
0.080,-13.28125,-13.27725915798657
0.085,-13.28125,-13.277493913399125
0.090,-13.28125,-13.277702584876952
0.095,-13.28125,-13.27788929093606
0.100,-13.28125,-13.278057326389257
0.005,-13.28125,-13.22598500650435
0.010,-13.28125,-13.253617503252174
0.015,-13.28125,-13.26282833550145
0.020,-13.28125,-13.267433751626088
0.025,-13.28125,-13.27019700130087
0.030,-13.28125,-13.272039167750725
0.035,-13.28125,-13.273355000929193
0.040,-13.28125,-13.274341875813043
0.045,-13.28125,-13.27510944516715
0.050,-13.28125,-13.275723500650434
0.055,-13.28125,-13.276225909682214
0.060,-13.28125,-13.276644583875363
0.065,-13.28125,-13.27699884665418
0.070,-13.28125,-13.277302500464597
0.075,-13.28125,-13.27756566710029
0.080,-13.28125,-13.277795937906522
0.085,-13.28125,-13.277999118029667
0.090,-13.28125,-13.278179722583575
0.095,-13.28125,-13.278341316131808
0.100,-13.28125,-13.278486750325218
0.005,-12.98828125,-12.92097132202454
0.010,-12.98828125,-12.954626286012271
0.015,-12.98828125,-12.965844607341513
0.020,-12.98828125,-12.971453768006135
0.025,-12.98828125,-12.974819264404909
0.030,-12.98828125,-12.977062928670756
0.035,-12.98828125,-12.978665546003505
0.040,-12.98828125,-12.979867509003068
0.045,-12.98828125,-12.980802369113837
0.050,-12.98828125,-12.981550257202453
0.055,-12.98828125,-12.982162165638595
0.060,-12.98828125,-12.982672089335379
0.065,-12.98828125,-12.983103563232657
0.070,-12.98828125,-12.983473398001752
0.075,-12.98828125,-12.983793921468303
0.080,-12.98828125,-12.984074379501534
0.085,-12.98828125,-12.984321842472031
0.090,-12.98828125,-12.98454180955692
0.095,-12.98828125,-12.984738622211818
0.100,-12.98828125,-12.984915753601227
0.005,-12.59765625,-12.538591788201437
0.010,-12.59765625,-12.568124019100718
0.015,-12.59765625,-12.577968096067146
0.020,-12.59765625,-12.58289013455036
0.025,-12.59765625,-12.585843357640288
0.030,-12.59765625,-12.587812173033573
0.035,-12.59765625,-12.589218469743063
0.040,-12.59765625,-12.590273192275179
0.045,-12.59765625,-12.591093532022382
0.050,-12.59765625,-12.591749803820143
0.055,-12.59765625,-12.592286753472857
0.060,-12.59765625,-12.592734211516786
0.065,-12.59765625,-12.59311282986165
0.070,-12.59765625,-12.593437359871531
0.075,-12.59765625,-12.59371861921343
0.080,-12.59765625,-12.59396472113759
0.085,-12.59765625,-12.594181869894202
0.090,-12.59765625,-12.59437489101119
0.095,-12.59765625,-12.594547594115864
0.100,-12.59765625,-12.594703026910071
0.005,-12.40234375,-12.34471988483059
0.010,-12.40234375,-12.373531817415294
0.015,-12.40234375,-12.38313579494353
0.020,-12.40234375,-12.387937783707647
0.025,-12.40234375,-12.390818976966118
0.030,-12.40234375,-12.392739772471765
0.035,-12.40234375,-12.394111769261514
0.040,-12.40234375,-12.395140766853824
0.045,-12.40234375,-12.39594109831451
0.050,-12.40234375,-12.396581363483058
0.055,-12.40234375,-12.397105216802782
0.060,-12.40234375,-12.397541761235882
0.065,-12.40234375,-12.397911144986969
0.070,-12.40234375,-12.398227759630757
0.075,-12.40234375,-12.398502158988705
0.080,-12.40234375,-12.398742258426912
0.085,-12.40234375,-12.398954110872388
0.090,-12.40234375,-12.399142424157255
0.095,-12.40234375,-12.399310914991084
0.100,-12.40234375,-12.399462556741529
0.005,-12.6953125,-12.632810424023056
0.010,-12.6953125,-12.664061462011528
0.015,-12.6953125,-12.674478474674352
0.020,-12.6953125,-12.679686981005764
0.025,-12.6953125,-12.682812084804612
0.030,-12.6953125,-12.684895487337176
0.035,-12.6953125,-12.686383632003293
0.040,-12.6953125,-12.687499740502881
0.045,-12.6953125,-12.68836782489145
0.050,-12.6953125,-12.689062292402305
0.055,-12.6953125,-12.689630493093006
0.060,-12.6953125,-12.690103993668588
0.065,-12.6953125,-12.690504648001774
0.070,-12.6953125,-12.690848066001648
0.075,-12.6953125,-12.691145694934871
0.080,-12.6953125,-12.691406120251441
0.085,-12.6953125,-12.691635907295474
0.090,-12.6953125,-12.691840162445725
0.095,-12.6953125,-12.692022917053846
0.100,-12.6953125,-12.692187396201152
0.005,-13.0859375,-13.030993814606063
0.010,-13.0859375,-13.058465657303032
0.015,-13.0859375,-13.067622938202021
0.020,-13.0859375,-13.072201578651516
0.025,-13.0859375,-13.074948762921213
0.030,-13.0859375,-13.07678021910101
0.035,-13.0859375,-13.07808840208658
0.040,-13.0859375,-13.079069539325758
0.045,-13.0859375,-13.07983264606734
0.050,-13.0859375,-13.080443131460607
0.055,-13.0859375,-13.080942619509642
0.060,-13.0859375,-13.081358859550505
0.065,-13.0859375,-13.081711062662006
0.070,-13.0859375,-13.082012951043291
0.075,-13.0859375,-13.082274587640404
0.080,-13.0859375,-13.082503519662879
0.085,-13.0859375,-13.08270551850624
0.090,-13.0859375,-13.08288507303367
0.095,-13.0859375,-13.08304572708453
0.100,-13.0859375,-13.083190315730302
0.005,-13.28125,-13.227555034728196
0.010,-13.28125,-13.254402517364097
0.015,-13.28125,-13.263351678242731
0.020,-13.28125,-13.26782625868205
0.025,-13.28125,-13.27051100694564
0.030,-13.28125,-13.272300839121366
0.035,-13.28125,-13.273579290675457
0.040,-13.28125,-13.274538129341025
0.045,-13.28125,-13.275283892747577
0.050,-13.28125,-13.27588050347282
0.055,-13.28125,-13.276368639520745
0.060,-13.28125,-13.276775419560684
0.065,-13.28125,-13.277119618056014
0.070,-13.28125,-13.277414645337728
0.075,-13.28125,-13.277670335648546
0.080,-13.28125,-13.277894064670512
0.085,-13.28125,-13.27809147263107
0.090,-13.28125,-13.278266946373789
0.095,-13.28125,-13.27842394919622
0.100,-13.28125,-13.27856525173641
0.005,-13.28125,-13.228748256178898
0.010,-13.28125,-13.25499912808945
0.015,-13.28125,-13.263749418726299
0.020,-13.28125,-13.268124564044724
0.025,-13.28125,-13.27074965123578
0.030,-13.28125,-13.27249970936315
0.035,-13.28125,-13.2737497508827
0.040,-13.28125,-13.274687282022363
0.045,-13.28125,-13.275416472908766
0.050,-13.28125,-13.27599982561789
0.055,-13.28125,-13.276477114198082
0.060,-13.28125,-13.276874854681575
0.065,-13.28125,-13.277211404321454
0.070,-13.28125,-13.27749987544135
0.075,-13.28125,-13.27774988374526
0.080,-13.28125,-13.277968641011181
0.085,-13.28125,-13.27816166212817
0.090,-13.28125,-13.278333236454383
0.095,-13.28125,-13.278486750325206
0.100,-13.28125,-13.278624912808946
0.005,-12.890625,-12.833557887151384
0.010,-12.890625,-12.862091443575691
0.015,-12.890625,-12.87160262905046
0.020,-12.890625,-12.876358221787847
0.025,-12.890625,-12.879211577430278
0.030,-12.890625,-12.88111381452523
0.035,-12.890625,-12.882472555307341
0.040,-12.890625,-12.883491610893923
0.045,-12.890625,-12.884284209683488
0.050,-12.890625,-12.884918288715138
0.055,-12.890625,-12.885437080650126
0.060,-12.890625,-12.885869407262616
0.065,-12.890625,-12.886235222088567
0.070,-12.890625,-12.88654877765367
0.075,-12.890625,-12.886820525810093
0.080,-12.890625,-12.887058305446962
0.085,-12.890625,-12.887268111008906
0.090,-12.890625,-12.887454604841743
0.095,-12.890625,-12.88762146774481
0.100,-12.890625,-12.887771644357569
0.005,-13.0859375,-13.035669872937213
0.010,-13.0859375,-13.060803686468606
0.015,-13.0859375,-13.069181624312405
0.020,-13.0859375,-13.073370593234303
0.025,-13.0859375,-13.075883974587443
0.030,-13.0859375,-13.077559562156202
0.035,-13.0859375,-13.078756410419603
0.040,-13.0859375,-13.079654046617152
0.045,-13.0859375,-13.080352208104134
0.050,-13.0859375,-13.08091073729372
0.055,-13.0859375,-13.081367715721564
0.060,-13.0859375,-13.081748531078102
0.065,-13.0859375,-13.082070759456709
0.070,-13.0859375,-13.0823469552098
0.075,-13.0859375,-13.082586324862481
0.080,-13.0859375,-13.082795773308575
0.085,-13.0859375,-13.082980580761012
0.090,-13.0859375,-13.083144854052067
0.095,-13.0859375,-13.083291835417748
0.100,-13.0859375,-13.08342411864686
0.005,-13.28125,-13.232029615167864
0.010,-13.28125,-13.256639807583932
0.015,-13.28125,-13.264843205055955
0.020,-13.28125,-13.268944903791965
0.025,-13.28125,-13.271405923033573
0.030,-13.28125,-13.273046602527977
0.035,-13.28125,-13.274218516452551
0.040,-13.28125,-13.275097451895983
0.045,-13.28125,-13.275781068351986
0.050,-13.28125,-13.276327961516786
0.055,-13.28125,-13.276775419560716
0.060,-13.28125,-13.277148301263988
0.065,-13.28125,-13.277463816551375
0.070,-13.28125,-13.277734258226277
0.075,-13.28125,-13.27796864101119
0.080,-13.28125,-13.278173725947992
0.085,-13.28125,-13.278354683245169
0.090,-13.28125,-13.278515534175993
0.095,-13.28125,-13.278659453429887
0.100,-13.28125,-13.278788980758392
0.005,-12.890625,-12.842409112817585
0.010,-12.890625,-12.866517056408792
0.015,-12.890625,-12.874553037605862
0.020,-12.890625,-12.878571028204396
0.025,-12.890625,-12.880981822563516
0.030,-12.890625,-12.88258901880293
0.035,-12.890625,-12.883737016116799
0.040,-12.890625,-12.884598014102199
0.045,-12.890625,-12.885267679201954
0.050,-12.890625,-12.885803411281758
0.055,-12.890625,-12.886241737528872
0.060,-12.890625,-12.886607009401466
0.065,-12.890625,-12.886916085601353
0.070,-12.890625,-12.887181008058398
0.075,-12.890625,-12.887410607521172
0.080,-12.890625,-12.8876115070511
0.085,-12.890625,-12.88778877134221
0.090,-12.890625,-12.887946339600976
0.095,-12.890625,-12.888087321727241
0.100,-12.890625,-12.88821420564088
0.005,-12.59765625,-12.555654854943212
0.010,-12.59765625,-12.576655552471607
0.015,-12.59765625,-12.58365578498107
0.020,-12.59765625,-12.587155901235803
0.025,-12.59765625,-12.589255970988642
0.030,-12.59765625,-12.590656017490536
0.035,-12.59765625,-12.591656050706174
0.040,-12.59765625,-12.592406075617902
0.045,-12.59765625,-12.592989428327023
0.050,-12.59765625,-12.593456110494321
0.055,-12.59765625,-12.593837941358474
0.060,-12.59765625,-12.594156133745267
0.065,-12.59765625,-12.59442537345717
0.070,-12.59765625,-12.594656150353087
0.075,-12.59765625,-12.594856156996213
0.080,-12.59765625,-12.59503116280895
0.085,-12.59765625,-12.595185579702543
0.090,-12.59765625,-12.595322839163511
0.095,-12.59765625,-12.595445650260169
0.100,-12.59765625,-12.595556180247161
